crime_day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
2,2024,11,05,2024-11-05,66.2,65.7,9999.9,999.9,26.4,35.9,999.9,69.1,64.0,0.0,999.9,0,570
3,2024,11,06,2024-11-06,59.1,54.5,9999.9,999.9,13.2,32.1,999.9,66.6,53.6,0.0,999.9,0,674
4,2024,11,07,2024-11-07,53.5,46.4,9999.9,999.9,10.2,22.9,999.9,57.7,50.4,0.0,999.9,0,714
5,2024,11,08,2024-11-08,55.3,44.4,9999.9,999.9,12.7,19.0,999.9,61.5,50.2,0.0,999.9,0,734
6,2024,11,09,2024-11-09,55.3,46.6,9999.9,999.9,21.4,26.0,999.9,57.9,53.2,0.0,999.9,0,713
7,2024,11,10,2024-11-10,56.8,51.8,9999.9,999.9,19.7,35.9,999.9,64.0,51.8,0.0,999.9,0,645
1,2024,11,11,2024-11-11,55.9,47.3,9999.9,999.9,20.8,33.0,999.9,58.6,51.1,0.0,999.9,0,665
2,2024,11,12,2024-11-12,48.9,39.6,9999.9,999.9,18.7,28.0,999.9,51.3,46.4,0.0,999.9,0,725
3,2024,11,13,2024-11-13,49.8,40.5,9999.9,999.9,23.4,28.9,999.9,55.0,47.3,0.0,999.9,0,651
4,2024,11,14,2024-11-14,54.3,53.2,9999.9,999.9,16.2,32.1,999.9,56.1,51.6,0.0,999.9,0,754
5,2024,11,15,2024-11-15,52.5,47.3,9999.9,999.9,11.7,19.0,999.9,54.3,51.3,0.0,999.9,0,712
6,2024,11,16,2024-11-16,53.2,43.8,9999.9,999.9,12.4,24.1,999.9,54.3,51.6,0.0,999.9,0,697
7,2024,11,17,2024-11-17,53.4,48.4,9999.9,999.9,19.0,32.1,999.9,60.8,50.5,0.0,999.9,0,629
5,2024,11,22,2024-11-22,46.1,41.4,9999.9,999.9,24.0,42.9,999.9,49.3,42.1,0.0,999.9,0,655
6,2024,11,23,2024-11-23,44.4,39.6,9999.9,999.9,13.7,22.0,999.9,48.2,41.5,0.0,999.9,0,649
7,2024,11,24,2024-11-24,44.1,41.1,9999.9,999.9,14.1,21.0,999.9,52.2,40.5,0.0,999.9,0,637
1,2024,11,25,2024-11-25,53.1,48.1,9999.9,999.9,11.8,22.0,999.9,55.8,48.0,0.0,999.9,0,663
2,2024,11,26,2024-11-26,37.7,27.5,9999.9,999.9,19.8,28.0,999.9,46.9,29.8,0.0,999.9,0,661
3,2024,11,27,2024-11-27,42.2,28.3,9999.9,999.9,7.7,15.9,999.9,44.6,39.7,0.0,999.9,0,632
4,2024,11,28,2024-11-28,36.6,29.2,9999.9,999.9,19.6,35.0,999.9,46.0,30.9,0.0,999.9,0,418
5,2024,11,29,2024-11-29,27.9,18.5,9999.9,999.9,23.4,28.9,999.9,31.6,24.8,0.0,999.9,0,553
6,2024,11,30,2024-11-30,22.0,13.0,9999.9,999.9,19.8,24.1,999.9,26.8,17.4,0.0,999.9,0,542
1,2024,12,02,2024-12-02,24.1,17.4,9999.9,999.9,12.0,17.1,999.9,27.7,20.8,0.0,999.9,0,658
2,2024,12,03,2024-12-03,27.1,21.0,9999.9,999.9,17.1,27.0,999.9,32.0,25.0,0.0,999.9,0,674
3,2024,12,04,2024-12-04,32.2,26.3,9999.9,999.9,27.4,35.0,999.9,42.1,25.7,0.0,999.9,0,629
4,2024,12,05,2024-12-05,23.3,8.7,9999.9,999.9,29.3,45.1,999.9,39.7,15.3,0.0,999.9,0,643
5,2024,12,06,2024-12-06,27.2,13.9,9999.9,999.9,15.8,22.0,999.9,35.1,21.4,0.0,999.9,0,640
6,2024,12,07,2024-12-07,36.8,20.0,9999.9,999.9,20.5,29.9,999.9,51.8,30.2,0.0,999.9,0,721
7,2024,12,08,2024-12-08,48.9,35.9,9999.9,999.9,21.7,32.1,999.9,55.4,44.6,0.0,999.9,0,691
1,2024,12,09,2024-12-09,51.1,42.6,9999.9,999.9,18.3,27.0,999.9,54.7,46.2,0.0,999.9,0,702
2,2024,12,10,2024-12-10,41.7,29.7,9999.9,999.9,13.9,18.1,999.9,54.3,34.9,0.0,999.9,0,709
3,2024,12,11,2024-12-11,32.1,22.6,9999.9,999.9,17.3,36.9,999.9,34.7,26.8,0.0,999.9,0,653
4,2024,12,12,2024-12-12,14.4,1.2,9999.9,999.9,22.9,36.9,999.9,25.5,7.7,0.0,999.9,0,546
5,2024,12,13,2024-12-13,20.3,10.7,9999.9,999.9,10.1,15.9,999.9,29.7,15.6,0.0,999.9,0,619
6,2024,12,14,2024-12-14,33.5,25.5,9999.9,999.9,20.7,27.0,999.9,41.4,29.7,0.0,999.9,0,658
7,2024,12,15,2024-12-15,42.1,41.5,9999.9,999.9,13.9,28.0,999.9,46.0,39.6,0.0,999.9,0,626
1,2024,12,16,2024-12-16,47.0,46.4,9999.9,999.9,15.2,31.1,999.9,55.2,41.7,0.0,999.9,0,628
2,2024,12,17,2024-12-17,40.2,34.7,9999.9,999.9,19.1,38.1,999.9,43.3,36.7,0.0,999.9,0,606
3,2024,12,18,2024-12-18,36.0,30.6,9999.9,999.9,11.6,19.0,999.9,39.9,32.2,0.0,999.9,0,653
4,2024,12,19,2024-12-19,30.9,22.3,9999.9,999.9,12.1,22.9,999.9,34.7,28.9,0.0,999.9,0,586
5,2024,12,20,2024-12-20,35.4,33.0,9999.9,999.9,21.4,38.1,999.9,37.8,32.9,0.0,999.9,0,651
6,2024,12,21,2024-12-21,27.3,21.6,9999.9,999.9,18.0,32.1,999.9,32.0,23.0,0.0,999.9,0,607
7,2024,12,22,2024-12-22,28.9,21.6,9999.9,999.9,13.1,22.9,999.9,35.4,26.1,0.0,999.9,0,617
1,2024,12,23,2024-12-23,37.6,29.2,9999.9,999.9,24.6,33.0,999.9,42.4,34.9,0.0,999.9,0,684
2,2024,12,24,2024-12-24,38.6,35.2,9999.9,999.9,13.5,18.1,999.9,44.2,36.5,0.0,999.9,0,566
3,2024,12,25,2024-12-25,37.6,35.1,9999.9,999.9,7.7,14.0,999.9,39.0,36.0,0.0,999.9,0,507
4,2024,12,26,2024-12-26,40.9,40.9,9999.9,999.9,7.7,17.1,999.9,47.8,38.8,0.0,999.9,0,546
5,2024,12,27,2024-12-27,45.0,45.0,9999.9,999.9,13.9,20.0,999.9,49.3,43.0,0.0,999.9,0,566
6,2024,12,28,2024-12-28,51.0,48.0,9999.9,999.9,20.8,31.1,999.9,54.0,45.5,0.0,999.9,0,663
7,2024,12,29,2024-12-29,45.1,44.4,9999.9,999.9,13.0,28.0,999.9,52.7,39.6,0.0,999.9,0,644
1,2024,12,30,2024-12-30,39.8,38.1,9999.9,999.9,12.8,19.0,999.9,43.9,36.7,0.0,999.9,0,643
2,2024,12,31,2024-12-31,41.4,40.7,9999.9,999.9,19.0,34.0,999.9,44.2,37.9,0.0,999.9,0,598
